,flight_number,scheduled_departure,actual_departure,departure_gate,scheduled_arrival,actual_arrival,arrival_gate
2379,CO-1614-LAX-IAH,2012-01-01 00:30:00,2012-01-01 00:57:00,-,2012-01-01 05:36:00,2012-01-01 06:09:00,-
2380,CO-89-IAH-EWR,2012-01-01 06:00:00,2012-01-01 05:58:00,-,2012-01-01 10:20:00,2012-01-01 10:07:00,-
2381,CO-1090-BOS-IAH,2012-01-01 09:10:00,2012-01-01 09:12:00,-,2012-01-01 12:40:00,2012-01-01 12:32:00,-
2382,CO-45-EWR-MIA,2012-01-01 15:35:00,2012-01-01 15:50:00,-,2012-01-01 18:56:00,2012-01-01 18:58:00,-
2383,CO-63-EWR-IAH,2012-01-01 17:25:00,2012-01-01 17:27:00,-,2012-01-01 20:30:00,2012-01-01 20:20:00,-
2384,CO-50-CLE-EWR,2012-01-01 14:55:00,2012-01-01 15:08:00,-,2012-01-01 16:53:00,2012-01-01 17:01:00,-
2385,CO-1561-PHX-IAH,2012-01-01 08:05:00,2012-01-01 08:05:00,-,2012-01-01 11:37:00,2012-01-01 11:35:00,-
2386,CO-47-IAH-LAX,2012-01-01 19:10:00,2012-01-01 19:24:00,-,2012-01-01 21:06:00,2012-01-01 20:43:00,-
2387,AA-1221-MCO-ORD,2011-12-08 20:00:00,2011-12-08 19:52:00,16,2011-12-08 21:50:00,2011-12-08 21:24:00,H11B
2388,AA-4307-ORD-DTW,2011-12-08 18:45:00,2011-12-08 18:37:00,H2,2011-12-08 21:10:00,2011-12-08 20:57:00,D28
2389,AA-616-DFW-DTW,2011-12-08 09:05:00,2011-12-08 09:00:00,C24,2011-12-08 12:35:00,2011-12-08 12:20:00,D32
2390,AA-431-MIA-SFO,2011-12-08 08:35:00,2011-12-08 08:31:00,D22,2011-12-08 11:50:00,2011-12-08 11:31:00,57
2391,AA-3756-ORD-SLC,2011-12-08 12:15:00,2011-12-08 12:12:00,H4,2011-12-08 14:45:00,2011-12-08 14:35:00,A3
2392,AA-2050-ORD-MIA,2011-12-08 10:40:00,2011-12-08 10:39:00,H15,2011-12-08 14:45:00,2011-12-08 14:32:00,D40
2393,AA-3804-PHL-ORD,2011-12-08 14:35:00,2011-12-08 14:31:00,A7,2011-12-08 16:05:00,2011-12-08 15:38:00,G8
2394,AA-1664-MIA-ATL,2011-12-08 10:15:00,2011-12-08 10:09:00,D24,2011-12-08 12:10:00,2011-12-08 12:02:00,T11
2395,AA-789-ORD-DEN,2011-12-08 13:05:00,2011-12-08 13:00:00,H8,2011-12-08 14:35:00,2011-12-08 14:48:00,A49
2396,AA-1733-ORD-PHX,2011-12-08 19:45:00,2011-12-08 19:42:00,H15,2011-12-08 22:30:00,2011-12-08 00:00:00,6
2397,AA-1733-ORD-PHX,2011-12-08 19:45:00,2011-12-08 19:42:00,H15,2011-12-08 22:30:00,2011-12-08 00:00:00,6
2398,AA-4277-CVG-JFK,2011-12-08 12:10:00,2011-12-08 12:02:00,1,2011-12-08 14:15:00,2011-12-08 13:46:00,32H
2399,AA-2312-DFW-DTW,2011-12-08 20:25:00,2011-12-08 00:00:00,C24,2011-12-08 23:50:00,2011-12-08 00:00:00,D32
2400,AA-85-JFK-SFO,2011-12-08 15:05:00,2011-12-08 15:12:00,33,2011-12-08 18:30:00,2011-12-08 18:35:00,56A
2401,AA-404-MIA-MCO,2011-12-08 06:45:00,2011-12-08 06:40:00,E5,2011-12-08 07:45:00,2011-12-08 07:35:00,16
2402,AA-446-DFW-PHL,2011-12-08 11:50:00,2011-12-08 11:47:00,D40,2011-12-08 15:50:00,2011-12-08 15:51:00,A3
2403,AA-2268-PHX-ORD,2011-12-08 07:15:00,2011-12-08 07:12:00,6,2011-12-08 11:35:00,2011-12-08 11:12:00,K15
2404,AA-4344-ORD-DTW,2011-12-08 11:45:00,2011-12-08 11:43:00,G7,2011-12-08 14:00:00,2011-12-08 13:59:00,D28
2405,AA-484-DFW-MIA,2011-12-08 16:15:00,2011-12-08 16:12:00,D21,2011-12-08 19:55:00,2011-12-08 19:57:00,D33
2406,AA-3979-CVG-ORD,2011-12-08 07:30:00,2011-12-08 07:35:00,1,2011-12-08 08:00:00,2011-12-08 08:01:00,G12
2407,AA-3063-SLC-LAX,2011-12-08 20:20:00,2011-12-08 20:10:00,A3,2011-12-08 21:20:00,2011-12-08 00:00:00,44F
2408,AA-3859-IAH-ORD,2011-12-08 07:10:00,2011-12-08 07:02:00,A29,2011-12-08 09:40:00,2011-12-08 09:16:00,G9
2409,AA-3842-MSP-ORD,2011-12-08 06:00:00,2011-12-08 05:56:00,E14,2011-12-08 07:30:00,2011-12-08 07:08:00,H3A
2410,AA-1544-SAN-ORD,2011-12-08 11:25:00,2011-12-08 11:18:00,27,2011-12-08 17:25:00,2011-12-08 17:12:00,K5
2411,AA-649-ORD-SNA,2011-12-08 13:30:00,2011-12-08 00:00:00,K19,2011-12-08 15:50:00,2011-12-08 00:00:00,2
2412,AA-1640-MIA-MCO,2011-12-08 18:30:00,2011-12-08 00:00:00,D33,2011-12-08 19:25:00,2011-12-08 00:00:00,14
2413,AA-518-MIA-JFK,2011-12-08 06:30:00,2011-12-08 06:26:00,D1,2011-12-08 09:15:00,2011-12-08 08:56:00,33
2414,AA-2525-DFW-MIA,2011-12-08 07:25:00,2011-12-08 07:26:00,C8,2011-12-08 11:10:00,2011-12-08 11:20:00,D1
2415,AA-1279-DFW-PHX,2011-12-08 13:00:00,2011-12-08 12:57:00,A37,2011-12-08 14:35:00,2011-12-08 14:33:00,4
2416,AA-1522-SFO-ORD,2011-12-08 23:55:00,2011-12-08 00:00:00,56A,2011-12-09 05:50:00,2011-12-09 00:00:00,H9
2417,AA-1434-DFW-MCO,2011-12-08 07:15:00,2011-12-08 07:10:00,C35,2011-12-08 10:35:00,2011-12-08 10:40:00,17
2418,AA-59-JFK-SFO,2011-12-08 07:10:00,2011-12-08 07:06:00,42,2011-12-08 10:45:00,2011-12-08 10:41:00,58B
2419,AA-415-BOS-ORD,2011-12-08 08:35:00,2011-12-08 08:30:00,B31,2011-12-08 10:40:00,2011-12-08 10:57:00,H17
2420,AA-222-LAX-BOS,2011-12-08 07:10:00,2011-12-08 07:07:00,48B,2011-12-08 15:30:00,2011-12-08 15:07:00,B28
2421,AA-3823-LAX-DEN,2011-12-08 21:00:00,2011-12-08 00:00:00,44J,2011-12-09 00:15:00,2011-12-09 00:00:00,A49
2422,AA-1165-JFK-MIA,2011-12-08 06:59:00,2011-12-08 07:11:00,44,2011-12-08 10:34:00,2011-12-08 10:14:00,D25
2423,AA-3786-IAH-ORD,2011-12-08 16:00:00,2011-12-08 15:54:00,A29,2011-12-08 18:40:00,2011-12-08 18:20:00,G6B
2424,AA-4330-CVG-ORD,2011-12-08 15:35:00,2011-12-08 15:27:00,1,2011-12-08 16:00:00,2011-12-08 15:35:00,G10
2425,AA-3468-CVG-MIA,2011-12-08 07:00:00,2011-12-08 06:58:00,5,2011-12-08 09:55:00,2011-12-08 09:51:00,D53
2426,AA-204-LAX-MCO,2011-12-08 23:25:00,2011-12-08 00:00:00,47A,2011-12-09 06:55:00,2011-12-09 00:00:00,TBA
2427,AA-466-IAH-MIA,2011-12-08 06:00:00,2011-12-08 05:55:00,A27,2011-12-08 09:20:00,2011-12-08 09:12:00,D24
2428,AA-3-JFK-LAX,2011-12-08 12:00:00,2011-12-08 11:54:00,42,2011-12-08 15:15:00,2011-12-08 15:03:00,47B
2429,AA-1007-MIA-PHX,2011-12-08 16:55:00,2011-12-08 17:05:00,D12,2011-12-08 20:05:00,2011-12-08 20:17:00,6
2430,AA-271-MIA-LAX,2011-12-08 11:35:00,2011-12-08 11:34:00,D24,2011-12-08 14:25:00,2011-12-08 14:13:00,42B
2431,AA-643-MIA-ORD,2011-12-08 07:10:00,2011-12-08 07:06:00,D11,2011-12-08 09:35:00,2011-12-08 09:08:00,H15
2432,AA-4198-ORD-CLE,2011-12-08 10:40:00,2011-12-08 10:40:00,G20,2011-12-08 12:55:00,2011-12-08 12:39:00,A1
2433,AA-400-DFW-JFK,2011-12-08 10:40:00,2011-12-08 10:50:00,D17,2011-12-08 14:59:00,2011-12-08 14:54:00,38
2434,AA-1886-BOS-MIA,2011-12-08 10:45:00,2011-12-08 10:45:00,B31,2011-12-08 14:20:00,2011-12-08 14:19:00,D23
2435,AA-1917-JFK-MCO,2011-12-08 14:55:00,2011-12-08 14:49:00,34,2011-12-08 17:55:00,2011-12-08 17:46:00,14
2436,AA-3809-PHX-LAX,2011-12-08 06:00:00,2011-12-08 06:14:00,2,2011-12-08 06:40:00,2011-12-08 06:45:00,44J
2437,AA-2957-DFW-CVG,2011-12-08 07:55:00,2011-12-08 07:51:00,B9A,2011-12-08 11:05:00,2011-12-08 10:51:00,3
2438,UA-1500-IAH-GUA,2011-12-08 08:55:00,2011-12-08 08:58:00,E10,2011-12-08 11:45:00,2011-12-08 11:38:00,15
2439,UA-3515-IAD-MSP,2011-12-08 08:15:00,2011-12-08 08:38:00,D18,2011-12-08 10:06:00,2011-12-08 10:43:00,E10
2440,UA-664-ORD-PHL,2011-12-08 13:33:00,2011-12-08 13:31:00,C23,2011-12-08 16:31:00,2011-12-08 16:26:00,D11
2441,UA-414-LAX-SFO,2011-12-08 06:00:00,2011-12-08 05:53:00,76,2011-12-08 07:23:00,2011-12-08 07:15:00,90
2442,UA-257-JFK-SFO,2011-12-08 14:30:00,2011-12-08 14:23:00,12,2011-12-08 18:15:00,2011-12-08 17:51:00,80
2443,UA-62-IAH-EWR,2011-12-08 14:30:00,2011-12-08 16:16:00,C-40,2011-12-08 19:03:00,2011-12-08 20:45:00,C75
2444,UA-843-LAX-ORD,2011-12-08 13:55:00,2011-12-08 13:55:00,76,2011-12-08 19:53:00,2011-12-08 19:39:00,C26
2445,UA-248-PHX-ORD,2011-12-08 12:57:00,2011-12-08 12:57:00,3,2011-12-08 17:15:00,2011-12-08 17:15:00,C20
2446,UA-248-PHX-ORD,2011-12-08 12:57:00,2011-12-08 12:53:00,3,2011-12-08 17:15:00,2011-12-08 17:06:00,C21
2447,UA-397-JFK-SFO,2011-12-08 08:00:00,2011-12-08 07:58:00,10,2011-12-08 11:55:00,2011-12-08 11:36:00,82
2448,UA-2704-DTW-PHX,2011-12-08 11:15:00,2011-12-08 11:15:00,D14,2011-12-08 13:40:00,2011-12-08 13:42:00,A6
2449,UA-2515-DFW-CLT,2011-12-08 07:05:00,2011-12-08 07:05:00,E36,2011-12-08 10:31:00,2011-12-08 10:23:00,B10
2450,UA-3373-IAD-PHL,2011-12-08 08:29:00,2011-12-08 08:35:00,A3C,2011-12-08 09:24:00,2011-12-08 09:28:00,D7
2451,UA-2906-PHL-MCO,2011-12-08 15:50:00,2011-12-08 15:50:00,B13,2011-12-08 18:23:00,2011-12-08 18:27:00,58
2452,UA-938-DEN-ORD,2011-12-08 16:16:00,2011-12-08 16:17:00,B29,2011-12-08 19:35:00,2011-12-08 19:37:00,B16
2453,UA-3099-PHX-PHL,2011-12-08 11:55:00,2011-12-08 11:55:00,B13,2011-12-08 18:17:00,2011-12-08 17:50:00,A13
2454,UA-3925-IAD-ORF,2011-12-08 08:42:00,2011-12-08 08:59:00,A1G,2011-12-08 09:55:00,2011-12-08 09:53:00,1C
2455,UA-5487-SFO-MRY,2011-12-08 10:39:00,2011-12-08 10:30:00,79,2011-12-08 11:19:00,2011-12-08 11:12:00,-
2456,UA-3050-PHX-CLT,2011-12-08 11:05:00,2011-12-08 11:05:00,A23,2011-12-08 16:57:00,2011-12-08 16:43:00,B5
2457,UA-828-SFO-ORD,2011-12-08 23:08:00,2011-12-08 23:08:00,85,2011-12-09 05:11:00,2011-12-09 05:11:00,B14
2458,UA-2830-MCO-CLT,2011-12-08 15:27:00,2011-12-08 15:27:00,58,2011-12-08 17:05:00,2011-12-08 17:10:00,C12
2459,UA-37-EWR-MCO,2011-12-08 13:29:00,2011-12-08 13:27:00,C137,2011-12-08 16:17:00,2011-12-08 16:18:00,39
2460,UA-37-EDI-EWR,2011-12-08 09:05:00,2011-12-08 09:01:00,-,2011-12-08 11:53:00,2011-12-08 12:01:00,B60
2461,UA-2708-EWR-CLT,2011-12-08 14:55:00,2011-12-08 14:55:00,A37,2011-12-08 16:53:00,2011-12-08 16:50:00,C13
2462,UA-233-LAX-JFK,2011-12-08 16:25:00,2011-12-08 16:25:00,70B,2011-12-09 00:29:00,2011-12-09 00:29:00,5
2463,UA-2726-FLL-PHL,2011-12-08 16:00:00,2011-12-08 16:00:00,E3,2011-12-08 18:46:00,2011-12-08 18:13:00,C25
2464,UA-2945-PHL-CLT,2011-12-08 00:00:00,2011-12-08 05:11:00,B9,2011-12-08 13:45:00,2011-12-08 13:37:00,C8
2465,UA-6273-YYC-SFO,2011-12-08 07:35:00,2011-12-08 07:24:00,-,2011-12-08 09:43:00,2011-12-08 09:03:00,76B
2466,UA-2314-ATL-PHL,2011-12-08 14:55:00,2011-12-08 14:55:00,D23,2011-12-08 17:00:00,2011-12-08 16:54:00,C27
2467,UA-382-IAD-LAX,2011-12-08 12:30:00,2011-12-08 12:25:00,C11,2011-12-08 15:19:00,2011-12-08 14:59:00,75B
2468,UA-382-IAD-LAX,2011-12-08 12:30:00,2011-12-08 12:25:00,C11,2011-12-08 15:19:00,2011-12-08 15:13:00,75B
2469,UA-858-PVG-SFO,2011-12-08 13:45:00,2011-12-08 13:44:00,77,2011-12-08 08:27:00,2011-12-08 08:13:00,92
2470,UA-854-SFO-IAH,2011-12-08 07:53:00,2011-12-08 07:49:00,86,2011-12-08 13:39:00,2011-12-08 13:17:00,C16
2471,CO-16-LAX-EWR,2011-12-08 10:25:00,2011-12-08 10:36:00,-,2011-12-08 18:44:00,2011-12-08 19:14:00,-
2472,CO-1193-EWR-MCO,2011-12-08 09:15:00,2011-12-08 09:14:00,-,2011-12-08 12:18:00,2011-12-08 12:36:00,-
2473,CO-1614-LAX-IAH,2011-12-08 00:30:00,2011-12-08 00:25:00,-,2011-12-08 05:35:00,2011-12-08 05:09:00,-
2474,CO-45-EWR-MIA,2011-12-08 16:00:00,2011-12-08 16:01:00,-,2011-12-08 19:05:00,2011-12-08 19:08:00,-
2475,CO-63-EWR-IAH,2011-12-08 17:25:00,2011-12-08 17:41:00,-,2011-12-08 20:22:00,2011-12-08 20:26:00,-
2476,CO-50-CLE-EWR,2011-12-08 14:55:00,2011-12-08 14:56:00,-,2011-12-08 16:49:00,2011-12-08 16:36:00,-
2477,CO-1561-PHX-IAH,2011-12-08 08:05:00,2011-12-08 08:00:00,-,2011-12-08 11:35:00,2011-12-08 11:09:00,-
2478,CO-47-IAH-LAX,2011-12-08 19:10:00,2011-12-08 19:12:00,-,2011-12-08 20:56:00,2011-12-08 20:51:00,-
2479,CO-1586-IAH-MCO,2011-12-08 19:00:00,2011-12-08 19:34:00,-,2011-12-08 22:15:00,2011-12-08 22:50:00,-
2480,CO-1694-LAX-IAH,2011-12-08 19:15:00,2011-12-08 19:15:00,-,2011-12-08 00:21:00,2011-12-08 00:21:00,-
2481,CO-4888-IAH-DAL,2011-12-08 17:30:00,2011-12-08 17:30:00,-,2011-12-08 18:40:00,2011-12-08 18:40:00,-
2482,CO-1088-CLE-IAH,2011-12-08 08:40:00,2011-12-08 08:39:00,-,2011-12-08 10:54:00,2011-12-08 10:54:00,-
2483,CO-58-DEN-IAH,2011-12-08 11:25:00,2011-12-08 11:24:00,-,2011-12-08 14:50:00,2011-12-08 14:40:00,-
2484,CO-1023-IAH-DEN,2011-12-08 11:40:00,2011-12-08 11:50:00,-,2011-12-08 13:17:00,2011-12-08 13:16:00,-
2485,CO-1250-MIA-IAH,2011-12-08 14:53:00,2011-12-08 14:54:00,-,2011-12-08 16:48:00,2011-12-08 16:38:00,-
2486,CO-62-IAH-EWR,2011-12-08 14:30:00,2011-12-08 16:16:00,-,2011-12-08 19:03:00,2011-12-08 20:45:00,-
2487,CO-52-IAH-LAX,2011-12-08 07:35:00,2011-12-08 07:37:00,-,2011-12-08 09:21:00,2011-12-08 09:33:00,-
2488,CO-89-IAH-EWR,2011-12-08 06:00:00,2011-12-08 06:02:00,-,2011-12-08 10:20:00,2011-12-08 10:16:00,-
2489,CO-1090-BOS-IAH,2011-12-08 09:45:00,2011-12-08 10:11:00,-,2011-12-08 13:16:00,2011-12-08 13:53:00,-
2490,AA-1221-MCO-ORD,2011-12-19 20:00:00,2011-12-19 19:54:00,15,2011-12-19 21:50:00,2011-12-19 21:41:00,K19
2491,AA-4307-ORD-DTW,2011-12-19 18:45:00,2011-12-19 18:43:00,G19A,2011-12-19 21:10:00,2011-12-19 21:10:00,D28
2492,AA-616-DFW-DTW,2011-12-19 09:05:00,2011-12-19 09:04:00,C7,2011-12-19 12:35:00,2011-12-19 12:23:00,D32
2493,AA-431-MIA-SFO,2011-12-19 08:35:00,2011-12-19 08:31:00,D50,2011-12-19 11:50:00,2011-12-19 10:56:00,57
2494,AA-3756-ORD-SLC,2011-12-19 12:15:00,2011-12-19 13:06:00,G17,2011-12-19 14:45:00,2011-12-19 15:20:00,A3
2495,AA-2050-ORD-MIA,2011-12-19 10:40:00,2011-12-19 11:13:00,K15,2011-12-19 14:45:00,2011-12-19 15:19:00,D24
2496,AA-3804-PHL-ORD,2011-12-19 14:35:00,2011-12-19 14:28:00,A7,2011-12-19 16:05:00,2011-12-19 15:43:00,G18
2497,AA-1664-MIA-ATL,2011-12-19 10:15:00,2011-12-19 10:15:00,D32,2011-12-19 12:10:00,2011-12-19 12:10:00,T10
2498,AA-789-ORD-DEN,2011-12-19 13:05:00,2011-12-19 13:04:00,H11A,2011-12-19 14:35:00,2011-12-19 14:41:00,A49
2499,AA-1733-ORD-PHX,2011-12-19 19:45:00,2011-12-19 19:51:00,K15,2011-12-19 22:30:00,2011-12-19 00:00:00,6
2500,AA-1733-ORD-PHX,2011-12-19 19:45:00,2011-12-19 19:51:00,K15,2011-12-19 22:30:00,2011-12-19 00:00:00,6
2501,AA-4277-CVG-JFK,2011-12-19 12:10:00,2011-12-19 12:02:00,1,2011-12-19 14:15:00,2011-12-19 14:09:00,31B
2502,AA-2312-DFW-DTW,2011-12-19 20:25:00,2011-12-19 00:00:00,A34,2011-12-19 23:50:00,2011-12-19 00:00:00,D32
2503,AA-85-JFK-SFO,2011-12-19 15:05:00,2011-12-19 15:09:00,2,2011-12-19 18:30:00,2011-12-19 18:27:00,58B
2504,AA-404-MIA-MCO,2011-12-19 06:45:00,2011-12-19 06:54:00,E5,2011-12-19 07:45:00,2011-12-19 07:57:00,14
2505,AA-446-DFW-PHL,2011-12-19 11:50:00,2011-12-19 11:49:00,D40,2011-12-19 15:50:00,2011-12-19 15:50:00,A9
2506,AA-2268-PHX-ORD,2011-12-19 07:15:00,2011-12-19 00:00:00,6,2011-12-19 11:35:00,2011-12-19 00:00:00,K5
2507,AA-4344-ORD-DTW,2011-12-19 11:45:00,2011-12-19 11:42:00,G1B,2011-12-19 14:00:00,2011-12-19 13:53:00,D28
2508,AA-3979-CVG-ORD,2011-12-19 07:30:00,2011-12-19 07:24:00,5,2011-12-19 08:00:00,2011-12-19 07:30:00,G10
2509,AA-3063-SLC-LAX,2011-12-19 20:20:00,2011-12-19 20:14:00,A3,2011-12-19 21:20:00,2011-12-19 00:00:00,44D
2510,AA-3859-IAH-ORD,2011-12-19 07:10:00,2011-12-19 07:05:00,A29,2011-12-19 09:40:00,2011-12-19 09:16:00,G8
2511,AA-3842-MSP-ORD,2011-12-19 06:00:00,2011-12-19 06:02:00,E14,2011-12-19 07:30:00,2011-12-19 07:32:00,G18
2512,AA-1544-SAN-ORD,2011-12-19 11:25:00,2011-12-19 11:50:00,27,2011-12-19 17:25:00,2011-12-19 17:36:00,H6
2513,AA-649-ORD-SNA,2011-12-19 13:30:00,2011-12-19 00:00:00,H10,2011-12-19 15:50:00,2011-12-19 00:00:00,7
2514,AA-1640-MIA-MCO,2011-12-19 18:30:00,2011-12-19 00:00:00,D42,2011-12-19 19:25:00,2011-12-19 00:00:00,14
2515,AA-518-MIA-JFK,2011-12-19 06:30:00,2011-12-19 06:24:00,D11,2011-12-19 09:15:00,2011-12-19 09:13:00,12
2516,AA-2525-DFW-MIA,2011-12-19 07:25:00,2011-12-19 09:01:00,D30,2011-12-19 11:10:00,2011-12-19 12:41:00,D2
2517,AA-1279-DFW-PHX,2011-12-19 13:00:00,2011-12-19 13:09:00,C29,2011-12-19 14:35:00,2011-12-19 14:48:00,4
2518,AA-1522-SFO-ORD,2011-12-19 23:55:00,2011-12-19 00:00:00,57,2011-12-20 05:50:00,2011-12-20 00:00:00,H10
2519,AA-1434-DFW-MCO,2011-12-19 07:15:00,2011-12-19 07:08:00,C7,2011-12-19 10:35:00,2011-12-19 10:33:00,15
2520,AA-59-JFK-SFO,2011-12-19 07:10:00,2011-12-19 07:07:00,5,2011-12-19 10:45:00,2011-12-19 10:33:00,58B
2521,AA-415-BOS-ORD,2011-12-19 08:35:00,2011-12-19 08:28:00,B32,2011-12-19 10:40:00,2011-12-19 10:33:00,K8
2522,AA-222-LAX-BOS,2011-12-19 07:10:00,2011-12-19 07:09:00,48A,2011-12-19 15:30:00,2011-12-19 15:18:00,B32
2523,AA-3823-LAX-DEN,2011-12-19 21:00:00,2011-12-19 00:00:00,44E,2011-12-20 00:15:00,2011-12-20 00:00:00,A49
2524,AA-1165-JFK-MIA,2011-12-19 06:59:00,2011-12-19 06:58:00,44,2011-12-19 10:34:00,2011-12-19 10:14:00,D3
2525,AA-3786-IAH-ORD,2011-12-19 16:00:00,2011-12-19 16:40:00,A29,2011-12-19 18:40:00,2011-12-19 18:49:00,G7
2526,AA-4330-CVG-ORD,2011-12-19 15:35:00,2011-12-19 15:37:00,5,2011-12-19 16:00:00,2011-12-19 15:45:00,G1A
2527,AA-3468-CVG-MIA,2011-12-19 07:00:00,2011-12-19 06:54:00,1,2011-12-19 09:55:00,2011-12-19 09:29:00,D60D
2528,AA-204-LAX-MCO,2011-12-19 23:25:00,2011-12-19 00:00:00,42B,2011-12-20 06:55:00,2011-12-20 00:00:00,TBA
2529,AA-466-IAH-MIA,2011-12-19 06:00:00,2011-12-19 06:03:00,A27,2011-12-19 09:20:00,2011-12-19 09:13:00,D51
2530,AA-3-JFK-LAX,2011-12-19 12:00:00,2011-12-19 11:56:00,43,2011-12-19 15:15:00,2011-12-19 15:16:00,47B
2531,AA-1007-MIA-PHX,2011-12-19 16:55:00,2011-12-19 16:44:00,D30,2011-12-19 20:05:00,2011-12-19 19:21:00,6
2532,AA-271-MIA-LAX,2011-12-19 11:35:00,2011-12-19 11:34:00,D6,2011-12-19 14:25:00,2011-12-19 14:12:00,46B
2533,AA-643-MIA-ORD,2011-12-19 07:10:00,2011-12-19 07:56:00,D40,2011-12-19 09:35:00,2011-12-19 09:58:00,K15
2534,AA-4198-ORD-CLE,2011-12-19 10:40:00,2011-12-19 10:36:00,G5,2011-12-19 12:55:00,2011-12-19 12:45:00,A1
2535,AA-400-DFW-JFK,2011-12-19 10:40:00,2011-12-19 10:39:00,D18,2011-12-19 14:59:00,2011-12-19 14:53:00,43
2536,AA-1886-BOS-MIA,2011-12-19 10:45:00,2011-12-19 10:46:00,B33,2011-12-19 14:20:00,2011-12-19 13:57:00,D25
2537,AA-1917-JFK-MCO,2011-12-19 14:55:00,2011-12-19 14:54:00,46,2011-12-19 17:55:00,2011-12-19 17:40:00,16
2538,AA-3809-PHX-LAX,2011-12-19 06:00:00,2011-12-19 05:52:00,2,2011-12-19 06:40:00,2011-12-19 06:12:00,44I
2539,AA-2957-DFW-CVG,2011-12-19 07:55:00,2011-12-19 07:53:00,B13,2011-12-19 11:05:00,2011-12-19 10:53:00,3
2540,UA-1500-IAH-GUA,2011-12-19 08:50:00,2011-12-19 09:04:00,E9,2011-12-19 11:43:00,2011-12-19 11:49:00,15
2541,UA-3515-IAD-MSP,2011-12-19 08:19:00,2011-12-19 08:28:00,D18,2011-12-19 10:09:00,2011-12-19 10:34:00,E10
2542,UA-664-ORD-PHL,2011-12-19 13:35:00,2011-12-19 13:36:00,B17,2011-12-19 16:38:00,2011-12-19 16:40:00,D9
2543,UA-414-LAX-SFO,2011-12-19 06:00:00,2011-12-19 05:57:00,83,2011-12-19 07:26:00,2011-12-19 07:15:00,75
2544,UA-257-JFK-SFO,2011-12-19 14:30:00,2011-12-19 14:25:00,8,2011-12-19 18:14:00,2011-12-19 17:27:00,80
2545,UA-62-IAH-EWR,2011-12-19 14:30:00,2011-12-19 14:50:00,C-39,2011-12-19 19:03:00,2011-12-19 19:10:00,C125
2546,UA-843-LAX-ORD,2011-12-19 14:09:00,2011-12-19 14:24:00,73,2011-12-19 20:11:00,2011-12-19 20:30:00,C23
2547,UA-248-PHX-ORD,2011-12-19 12:52:00,2011-12-19 12:52:00,5,2011-12-19 17:13:00,2011-12-19 17:13:00,B10
2548,UA-248-PHX-ORD,2011-12-19 12:52:00,2011-12-19 12:45:00,5,2011-12-19 17:13:00,2011-12-19 16:49:00,B10
2549,UA-397-JFK-SFO,2011-12-19 08:25:00,2011-12-19 08:26:00,9,2011-12-19 12:14:00,2011-12-19 11:50:00,86
2550,UA-2704-DTW-PHX,2011-12-19 11:15:00,2011-12-19 11:15:00,D25,2011-12-19 13:40:00,2011-12-19 13:30:00,A8
2551,UA-2515-DFW-CLT,2011-12-19 07:00:00,2011-12-19 07:19:00,E37,2011-12-19 10:26:00,2011-12-19 10:52:00,B10
2552,UA-3373-IAD-PHL,2011-12-19 08:30:00,2011-12-19 08:30:00,A5D,2011-12-19 09:25:00,2011-12-19 09:40:00,D7
2553,UA-2906-PHL-MCO,2011-12-19 15:50:00,2011-12-19 16:20:00,B13,2011-12-19 18:23:00,2011-12-19 18:31:00,58
2554,UA-938-DEN-ORD,2011-12-19 15:54:00,2011-12-19 15:55:00,B42,2011-12-19 19:17:00,2011-12-19 19:29:00,C9
2555,UA-3099-PHX-PHL,2011-12-19 11:55:00,2011-12-19 11:55:00,A30,2011-12-19 18:17:00,2011-12-19 18:13:00,A10
2556,UA-3925-IAD-ORF,2011-12-19 08:42:00,2011-12-19 08:47:00,A2G,2011-12-19 09:55:00,2011-12-19 09:46:00,-
2557,UA-5487-SFO-MRY,2011-12-19 10:37:00,2011-12-19 10:36:00,78A,2011-12-19 11:24:00,2011-12-19 11:21:00,-
2558,UA-3050-PHX-CLT,2011-12-19 11:05:00,2011-12-19 11:05:00,A3,2011-12-19 16:57:00,2011-12-19 17:16:00,B8
2559,UA-828-SFO-ORD,2011-12-19 23:13:00,2011-12-19 23:13:00,81,2011-12-20 05:15:00,2011-12-20 05:15:00,C17
2560,UA-2830-MCO-CLT,2011-12-19 15:27:00,2011-12-19 15:27:00,58,2011-12-19 17:05:00,2011-12-19 16:59:00,B5
2561,UA-37-EWR-MCO,2011-12-19 13:29:00,2011-12-19 13:33:00,C73,2011-12-19 16:22:00,2011-12-19 16:07:00,31
2562,UA-37-EDI-EWR,2011-12-19 09:05:00,2011-12-19 09:14:00,-,2011-12-19 11:53:00,2011-12-19 12:34:00,B56
2563,UA-2708-EWR-CLT,2011-12-19 14:55:00,2011-12-19 14:55:00,A37,2011-12-19 16:53:00,2011-12-19 16:31:00,C13
2564,UA-233-LAX-JFK,2011-12-19 16:25:00,2011-12-19 16:25:00,73,2011-12-20 00:44:00,2011-12-20 00:44:00,7
2565,UA-2726-FLL-PHL,2011-12-19 16:00:00,2011-12-19 16:00:00,E3,2011-12-19 18:46:00,2011-12-19 18:16:00,B9
2566,UA-2945-PHL-CLT,2011-12-19 00:00:00,2011-12-19 03:11:00,C21,2011-12-19 13:45:00,2011-12-19 13:31:00,C12
